Change ID,Owner,Created,Updated,Link,Branch,Project,Status,#Comments,Approvers,Verifiers,AssignedReviewers,CodeReviewers,RealReviews,SelfReview,#PatchSets,#FilesInPatch,InlineComments,Addfiles,ModFiles,DelFiles,RenamedFile,DeleteLOC,AddLOC
9138,1000413,2009.3.11 22:17,2009.3.12 2:43,https://android-review.googlesource.com/9138,refs/heads/android-msm-2.6.27,kernel/msm,Merged,3,1,2,2,1,2,FALSE,1,1,0,0,1,0,0,8,88
9139,1000413,2009.3.11 22:17,2009.3.12 2:43,https://android-review.googlesource.com/9139,refs/heads/android-msm-2.6.27,kernel/msm,Merged,4,2,1,2,2,2,TRUE,1,4,0,0,4,0,0,6,20
9140,1000628,2009.3.12 2:46,2009.3.12 2:51,https://android-review.googlesource.com/9140,refs/heads/android-2.6.27,kernel/common,Abandoned,1,0,0,0,0,0,FALSE,1,1,0,0,1,0,0,0,21
9142,1001718,2009.3.13 15:07,2009.11.10 12:46,https://android-review.googlesource.com/9142,refs/heads/master,platform/external/ppp,Abandoned,5,0,1,4,0,1,FALSE,1,1,0,0,1,0,0,24,17
9143,1001597,2009.3.13 23:26,2009.4.4 2:07,https://android-review.googlesource.com/9143,refs/heads/master,platform/frameworks/base,Abandoned,2,0,0,1,0,0,FALSE,1,2,2,0,2,0,0,1,8
9144,1000205,2009.3.14 0:19,2009.3.16 21:05,https://android-review.googlesource.com/9144,refs/heads/android-msm-2.6.27,kernel/msm,Merged,3,1,1,2,1,2,TRUE,1,1,0,0,1,0,0,27,39
9145,1000205,2009.3.14 0:19,2009.3.16 21:06,https://android-review.googlesource.com/9145,refs/heads/android-msm-2.6.27,kernel/msm,Merged,6,1,1,2,1,2,TRUE,3,3,0,0,3,0,0,1,78
9147,1000205,2009.3.14 0:19,2009.3.16 21:07,https://android-review.googlesource.com/9147,refs/heads/android-msm-2.6.27,kernel/msm,Merged,5,1,1,2,1,2,TRUE,3,1,0,0,1,0,0,172,147
9148,1001064,2009.3.14 13:37,2009.3.22 23:55,https://android-review.googlesource.com/9148,refs/heads/master,platform/frameworks/base,Abandoned,7,1,0,3,1,1,FALSE,3,1,1,0,1,0,0,17,20
9149,1001211,2009.3.14 21:21,2009.3.14 21:24,https://android-review.googlesource.com/9149,refs/heads/master,platform/external/opencore,Merged,2,1,1,1,1,1,TRUE,1,3,0,1,1,0,1,17,34
9150,1001211,2009.3.14 21:21,2009.3.14 21:25,https://android-review.googlesource.com/9150,refs/heads/master,platform/external/opencore,Merged,2,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,0,0
9151,1001726,2009.3.15 9:42,2009.3.18 16:26,https://android-review.googlesource.com/9151,refs/heads/master,platform/bionic,Abandoned,3,0,0,4,1,1,FALSE,1,1,0,0,1,0,0,7,10
9152,1001707,2009.3.16 18:51,2009.3.16 18:52,https://android-review.googlesource.com/9152,refs/heads/master,platform/dalvik,Abandoned,1,0,0,0,0,0,FALSE,1,3,0,0,3,0,0,4,70
9153,1001707,2009.3.16 19:04,2009.3.16 19:05,https://android-review.googlesource.com/9153,refs/heads/master,platform/dalvik,Abandoned,1,0,0,0,0,0,FALSE,1,1,0,0,1,0,0,11,11
9154,1001707,2009.3.16 19:15,2009.3.16 21:59,https://android-review.googlesource.com/9154,refs/heads/master,platform/dalvik,Abandoned,2,0,0,1,0,0,FALSE,1,1,0,0,1,0,0,1,0
9155,1000205,2009.3.16 20:55,2009.3.16 21:04,https://android-review.googlesource.com/9155,refs/heads/android-2.6.27,kernel/common,Merged,3,1,1,2,1,2,TRUE,1,1,0,0,1,0,0,0,1
9160,1001707,2009.3.16 23:15,2009.3.19 23:22,https://android-review.googlesource.com/9160,refs/heads/master,platform/dalvik,Merged,2,1,1,1,1,1,FALSE,1,1,0,0,1,0,0,8,12
9164,1000660,2009.3.18 0:25,2009.3.18 20:50,https://android-review.googlesource.com/9164,refs/heads/master,platform/external/oprofile,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9165,1000660,2009.3.18 0:25,2009.3.18 20:51,https://android-review.googlesource.com/9165,refs/heads/master,platform/external/qemu,Merged,3,1,1,1,1,1,TRUE,1,2,0,0,1,1,0,2869,2
9166,1000660,2009.3.18 0:25,2009.3.18 20:51,https://android-review.googlesource.com/9166,refs/heads/master,platform/external/skia,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9167,1000660,2009.3.18 0:25,2009.3.18 20:52,https://android-review.googlesource.com/9167,refs/heads/master,platform/external/sonivox,Merged,5,1,1,2,1,1,TRUE,1,0,0,0,0,0,0,0,0
9168,1000660,2009.3.18 0:25,2009.3.18 20:52,https://android-review.googlesource.com/9168,refs/heads/master,platform/external/sqlite,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9169,1000660,2009.3.18 0:25,2009.3.18 20:52,https://android-review.googlesource.com/9169,refs/heads/master,platform/external/srec,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9170,1000660,2009.3.18 0:25,2009.3.18 20:53,https://android-review.googlesource.com/9170,refs/heads/master,platform/external/tinyxml,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9171,1000660,2009.3.18 0:25,2009.3.18 20:53,https://android-review.googlesource.com/9171,refs/heads/master,platform/external/webkit,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9172,1000660,2009.3.18 0:25,2009.3.18 20:53,https://android-review.googlesource.com/9172,refs/heads/master,platform/external/zlib,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9173,1000660,2009.3.18 0:25,2009.3.18 20:54,https://android-review.googlesource.com/9173,refs/heads/master,platform/frameworks/base,Merged,5,1,1,1,1,1,TRUE,3,6,0,0,6,0,0,809,25
9174,1000660,2009.3.18 0:25,2009.3.18 20:54,https://android-review.googlesource.com/9174,refs/heads/master,platform/frameworks/opt/com.google.android,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9175,1000660,2009.3.18 0:25,2009.3.18 20:54,https://android-review.googlesource.com/9175,refs/heads/master,platform/frameworks/opt/com.google.android.googlelogin,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9176,1000660,2009.3.18 0:25,2009.3.18 20:54,https://android-review.googlesource.com/9176,refs/heads/master,platform/frameworks/policies/base,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9177,1000660,2009.3.18 0:25,2009.3.18 20:54,https://android-review.googlesource.com/9177,refs/heads/master,platform/hardware/libhardware,Merged,3,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,3,0
9178,1000660,2009.3.18 0:25,2009.3.18 20:55,https://android-review.googlesource.com/9178,refs/heads/master,platform/hardware/libhardware_legacy,Merged,4,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9179,1000660,2009.3.18 0:25,2009.3.18 20:55,https://android-review.googlesource.com/9179,refs/heads/master,platform/packages/apps/AlarmClock,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9180,1000660,2009.3.18 0:25,2009.3.18 20:55,https://android-review.googlesource.com/9180,refs/heads/master,platform/packages/apps/Browser,Merged,3,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,16,2
9181,1000660,2009.3.18 0:25,2009.3.18 20:55,https://android-review.googlesource.com/9181,refs/heads/master,platform/packages/apps/Calculator,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9182,1000660,2009.3.18 0:25,2009.3.18 20:56,https://android-review.googlesource.com/9182,refs/heads/master,platform/packages/apps/Calendar,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9183,1000660,2009.3.18 0:25,2009.3.18 20:56,https://android-review.googlesource.com/9183,refs/heads/master,platform/packages/apps/Camera,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9184,1000660,2009.3.18 0:25,2009.3.18 20:56,https://android-review.googlesource.com/9184,refs/heads/master,platform/packages/apps/Contacts,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9185,1000660,2009.3.18 0:25,2009.3.18 20:56,https://android-review.googlesource.com/9185,refs/heads/master,platform/packages/apps/Email,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9186,1000660,2009.3.18 0:25,2009.3.18 20:56,https://android-review.googlesource.com/9186,refs/heads/master,platform/packages/apps/GoogleSearch,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9187,1000660,2009.3.18 0:25,2009.3.18 20:57,https://android-review.googlesource.com/9187,refs/heads/master,platform/packages/apps/IM,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9188,1000660,2009.3.18 0:25,2009.3.18 20:57,https://android-review.googlesource.com/9188,refs/heads/master,platform/packages/apps/Launcher,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9189,1000660,2009.3.18 0:26,2009.3.18 20:57,https://android-review.googlesource.com/9189,refs/heads/master,platform/packages/apps/Mms,Merged,3,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,3,0
9190,1000660,2009.3.18 0:26,2009.3.18 20:57,https://android-review.googlesource.com/9190,refs/heads/master,platform/packages/apps/Music,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9191,1000660,2009.3.18 0:26,2009.3.18 20:57,https://android-review.googlesource.com/9191,refs/heads/master,platform/packages/apps/PackageInstaller,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9192,1000660,2009.3.18 0:26,2009.3.18 20:58,https://android-review.googlesource.com/9192,refs/heads/master,platform/packages/apps/Phone,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9193,1000660,2009.3.18 0:26,2009.3.18 20:58,https://android-review.googlesource.com/9193,refs/heads/master,platform/packages/apps/Settings,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9194,1000660,2009.3.18 0:26,2009.3.18 20:58,https://android-review.googlesource.com/9194,refs/heads/master,platform/packages/apps/SoundRecorder,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9195,1000660,2009.3.18 0:26,2009.3.18 20:58,https://android-review.googlesource.com/9195,refs/heads/master,platform/packages/apps/Stk,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9196,1000660,2009.3.18 0:26,2009.3.18 20:59,https://android-review.googlesource.com/9196,refs/heads/master,platform/packages/apps/Sync,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9197,1000660,2009.3.18 0:26,2009.3.18 20:59,https://android-review.googlesource.com/9197,refs/heads/master,platform/packages/apps/Updater,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9198,1000660,2009.3.18 0:26,2009.3.18 20:59,https://android-review.googlesource.com/9198,refs/heads/master,platform/packages/apps/VoiceDialer,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9199,1000660,2009.3.18 0:26,2009.3.18 20:59,https://android-review.googlesource.com/9199,refs/heads/master,platform/packages/providers/CalendarProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9200,1000660,2009.3.18 0:26,2009.3.18 21:00,https://android-review.googlesource.com/9200,refs/heads/master,platform/packages/providers/ContactsProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9201,1000660,2009.3.18 0:26,2009.3.18 21:00,https://android-review.googlesource.com/9201,refs/heads/master,platform/packages/providers/DownloadProvider,Merged,3,1,1,1,1,1,TRUE,1,3,0,0,3,0,0,40,0
9202,1000660,2009.3.18 0:26,2009.3.18 21:00,https://android-review.googlesource.com/9202,refs/heads/master,platform/packages/providers/DrmProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9203,1000660,2009.3.18 0:26,2009.3.18 21:00,https://android-review.googlesource.com/9203,refs/heads/master,platform/packages/providers/GoogleSubscribedFeedsProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9204,1000660,2009.3.18 0:26,2009.3.18 21:00,https://android-review.googlesource.com/9204,refs/heads/master,platform/packages/providers/ImProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9205,1000660,2009.3.18 0:26,2009.3.18 21:00,https://android-review.googlesource.com/9205,refs/heads/master,platform/packages/providers/MediaProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9206,1000660,2009.3.18 0:26,2009.3.18 21:01,https://android-review.googlesource.com/9206,refs/heads/master,platform/prebuilt,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9207,1000660,2009.3.18 0:26,2009.3.18 21:01,https://android-review.googlesource.com/9207,refs/heads/master,platform/system/bluetooth,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9208,1000660,2009.3.18 0:26,2009.3.18 21:01,https://android-review.googlesource.com/9208,refs/heads/master,platform/system/core,Merged,4,1,1,1,1,1,TRUE,2,2,0,0,2,0,0,21,1
9209,1000660,2009.3.18 0:26,2009.3.18 21:01,https://android-review.googlesource.com/9209,refs/heads/master,platform/system/extras,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9210,1000660,2009.3.18 0:26,2009.3.19 0:52,https://android-review.googlesource.com/9210,refs/heads/master,platform/system/wlan/ti,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9211,1000660,2009.3.18 0:38,2009.3.18 21:02,https://android-review.googlesource.com/9211,refs/heads/master,platform/external/openssl,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9212,1000660,2009.3.18 0:38,2009.3.18 21:02,https://android-review.googlesource.com/9212,refs/heads/master,platform/external/ping,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9213,1000660,2009.3.18 0:38,2009.3.18 21:03,https://android-review.googlesource.com/9213,refs/heads/master,platform/external/ppp,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9214,1000660,2009.3.18 0:38,2009.3.18 21:03,https://android-review.googlesource.com/9214,refs/heads/master,platform/external/protobuf,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9215,1000660,2009.3.18 0:38,2009.3.18 21:03,https://android-review.googlesource.com/9215,refs/heads/master,platform/external/safe-iop,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9216,1000660,2009.3.18 0:38,2009.3.18 21:03,https://android-review.googlesource.com/9216,refs/heads/master,platform/external/strace,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9217,1000660,2009.3.18 0:38,2009.3.18 21:03,https://android-review.googlesource.com/9217,refs/heads/master,platform/external/tagsoup,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9218,1000660,2009.3.18 0:38,2009.3.18 21:04,https://android-review.googlesource.com/9218,refs/heads/master,platform/external/tcpdump,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9219,1000660,2009.3.18 0:38,2009.3.18 21:04,https://android-review.googlesource.com/9219,refs/heads/master,platform/external/tremor,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9220,1000660,2009.3.18 0:38,2009.3.18 21:04,https://android-review.googlesource.com/9220,refs/heads/master,platform/external/wpa_supplicant,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9221,1000660,2009.3.18 0:38,2009.3.18 21:04,https://android-review.googlesource.com/9221,refs/heads/master,platform/external/yaffs2,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9222,1000660,2009.3.18 0:38,2009.3.18 21:04,https://android-review.googlesource.com/9222,refs/heads/master,platform/hardware/ril,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9223,1000660,2009.3.18 0:38,2009.3.18 21:05,https://android-review.googlesource.com/9223,refs/heads/master,platform/packages/apps/HTMLViewer,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9224,1000660,2009.3.18 0:38,2009.3.18 21:05,https://android-review.googlesource.com/9224,refs/heads/master,platform/packages/providers/GoogleContactsProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9225,1000660,2009.3.18 0:38,2009.3.18 21:05,https://android-review.googlesource.com/9225,refs/heads/master,platform/packages/providers/TelephonyProvider,Merged,3,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9226,1000830,2009.3.18 13:46,2009.3.18 14:01,https://android-review.googlesource.com/9226,refs/heads/android-2.6.27,kernel/common,Merged,2,1,1,1,1,1,FALSE,1,7,0,2,4,0,1,13,42
9227,1000830,2009.3.18 13:49,2009.3.18 14:02,https://android-review.googlesource.com/9227,refs/heads/android-2.6.27,kernel/common,Merged,2,1,1,1,1,1,FALSE,1,4,0,2,2,0,0,0,383
9228,1000830,2009.3.18 13:56,2009.3.18 14:02,https://android-review.googlesource.com/9228,refs/heads/android-2.6.27,kernel/common,Merged,2,1,1,1,1,1,FALSE,1,3,0,1,2,0,0,37,71
9229,1000830,2009.3.18 13:58,2009.3.18 14:02,https://android-review.googlesource.com/9229,refs/heads/android-2.6.27,kernel/common,Merged,2,1,1,1,1,1,FALSE,1,3,0,1,2,0,0,0,732
9230,1000830,2009.3.18 15:23,2009.8.28 14:13,https://android-review.googlesource.com/9230,refs/heads/android-2.6.27,kernel/common,Abandoned,4,0,0,2,1,1,TRUE,1,1,0,0,1,0,0,0,11
9231,1000830,2009.3.18 15:43,2009.3.18 15:47,https://android-review.googlesource.com/9231,refs/heads/android-msm-2.6.27,kernel/msm,Merged,3,1,1,1,1,1,TRUE,2,1,0,0,1,0,0,0,5
9232,1000830,2009.3.18 15:50,2009.3.18 15:52,https://android-review.googlesource.com/9232,refs/heads/android-msm-2.6.27,kernel/msm,Merged,2,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,3,4
9233,1000830,2009.3.18 15:54,2009.3.18 15:54,https://android-review.googlesource.com/9233,refs/heads/android-msm-2.6.27,kernel/msm,Merged,2,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,0,1
9234,1000830,2009.3.18 15:55,2009.3.18 15:58,https://android-review.googlesource.com/9234,refs/heads/android-msm-2.6.27,kernel/msm,Merged,2,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,1,2
9235,1000830,2009.3.18 15:58,2009.3.18 15:59,https://android-review.googlesource.com/9235,refs/heads/android-msm-2.6.27,kernel/msm,Merged,2,1,1,1,1,1,TRUE,1,2,0,0,1,0,1,1,1
9236,1000830,2009.3.18 16:00,2009.3.18 16:01,https://android-review.googlesource.com/9236,refs/heads/android-msm-2.6.27,kernel/msm,Merged,2,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,2,0
9237,1001174,2009.3.18 16:38,2009.3.18 16:43,https://android-review.googlesource.com/9237,refs/heads/android-msm-2.6.27,kernel/msm,Merged,3,1,1,2,1,2,FALSE,1,1,0,0,1,0,0,105,3
9238,1000660,2009.3.18 18:09,2009.3.18 18:20,https://android-review.googlesource.com/9238,refs/heads/master,platform/frameworks/base,Merged,2,1,1,2,1,1,TRUE,1,3,0,0,3,0,0,45,17
9239,1000660,2009.3.19 0:00,2009.3.19 0:52,https://android-review.googlesource.com/9239,refs/heads/master,platform/bionic,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9240,1000660,2009.3.19 0:00,2009.3.19 1:07,https://android-review.googlesource.com/9240,refs/heads/master,platform/bootable/bootloader/legacy,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9241,1000660,2009.3.19 0:00,2009.3.19 1:23,https://android-review.googlesource.com/9241,refs/heads/master,platform/bootable/diskinstaller,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9242,1000660,2009.3.19 0:00,2009.3.19 0:53,https://android-review.googlesource.com/9242,refs/heads/master,platform/bootable/recovery,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9243,1000660,2009.3.19 0:00,2009.3.19 0:53,https://android-review.googlesource.com/9243,refs/heads/master,platform/build,Merged,2,1,1,1,1,1,TRUE,1,1,0,0,1,0,0,17,0
9244,1000660,2009.3.19 0:00,2009.3.19 1:38,https://android-review.googlesource.com/9244,refs/heads/master,platform/dalvik,Merged,3,1,1,2,1,1,TRUE,1,0,0,0,0,0,0,0,0
9245,1000660,2009.3.19 0:00,2009.3.19 0:54,https://android-review.googlesource.com/9245,refs/heads/master,platform/development,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9246,1000660,2009.3.19 0:01,2009.3.19 0:54,https://android-review.googlesource.com/9246,refs/heads/master,platform/external/aes,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9247,1000660,2009.3.19 0:01,2009.3.19 0:54,https://android-review.googlesource.com/9247,refs/heads/master,platform/external/apache-http,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9248,1000660,2009.3.19 0:01,2009.3.19 1:10,https://android-review.googlesource.com/9248,refs/heads/master,platform/external/bison,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9249,1000660,2009.3.19 0:01,2009.3.19 0:54,https://android-review.googlesource.com/9249,refs/heads/master,platform/external/bluez,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9250,1000660,2009.3.19 0:01,2009.3.19 1:11,https://android-review.googlesource.com/9250,refs/heads/master,platform/external/bsdiff,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9251,1000660,2009.3.19 0:01,2009.3.19 1:11,https://android-review.googlesource.com/9251,refs/heads/master,platform/external/bzip2,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9252,1000660,2009.3.19 0:01,2009.3.19 0:55,https://android-review.googlesource.com/9252,refs/heads/master,platform/external/clearsilver,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9253,1000660,2009.3.19 0:01,2009.3.19 0:55,https://android-review.googlesource.com/9253,refs/heads/master,platform/external/dbus,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9254,1000660,2009.3.19 0:01,2009.3.19 0:56,https://android-review.googlesource.com/9254,refs/heads/master,platform/external/dhcpcd,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9255,1000660,2009.3.19 0:01,2009.3.19 1:13,https://android-review.googlesource.com/9255,refs/heads/master,platform/external/dosfstools,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9256,1000660,2009.3.19 0:01,2009.3.19 0:56,https://android-review.googlesource.com/9256,refs/heads/master,platform/external/dropbear,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9257,1000660,2009.3.19 0:01,2009.3.19 1:13,https://android-review.googlesource.com/9257,refs/heads/master,platform/external/e2fsprogs,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9258,1000660,2009.3.19 0:01,2009.3.19 0:56,https://android-review.googlesource.com/9258,refs/heads/master,platform/external/elfcopy,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9259,1000660,2009.3.19 0:01,2009.3.19 0:56,https://android-review.googlesource.com/9259,refs/heads/master,platform/external/elfutils,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9260,1000660,2009.3.19 0:01,2009.3.19 1:14,https://android-review.googlesource.com/9260,refs/heads/master,platform/external/embunit,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9261,1000660,2009.3.19 0:01,2009.3.19 0:57,https://android-review.googlesource.com/9261,refs/heads/master,platform/external/emma,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9262,1000660,2009.3.19 0:01,2009.3.19 0:57,https://android-review.googlesource.com/9262,refs/heads/master,platform/external/esd,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9263,1000660,2009.3.19 0:01,2009.3.19 0:57,https://android-review.googlesource.com/9263,refs/heads/master,platform/external/expat,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9264,1000660,2009.3.19 0:01,2009.3.19 0:57,https://android-review.googlesource.com/9264,refs/heads/master,platform/external/fdlibm,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9265,1000660,2009.3.19 0:01,2009.3.19 0:58,https://android-review.googlesource.com/9265,refs/heads/master,platform/external/freetype,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9266,1000660,2009.3.19 0:01,2009.3.19 0:58,https://android-review.googlesource.com/9266,refs/heads/master,platform/external/gdata,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9267,1000660,2009.3.19 0:01,2009.3.19 1:16,https://android-review.googlesource.com/9267,refs/heads/master,platform/external/genext2fs,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9268,1000660,2009.3.19 0:01,2009.3.19 0:58,https://android-review.googlesource.com/9268,refs/heads/master,platform/external/giflib,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9269,1000660,2009.3.19 0:01,2009.3.19 0:58,https://android-review.googlesource.com/9269,refs/heads/master,platform/external/googleclient,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9270,1000660,2009.3.19 0:01,2009.3.19 1:16,https://android-review.googlesource.com/9270,refs/heads/master,platform/external/grub,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9271,1000660,2009.3.19 0:01,2009.3.19 0:59,https://android-review.googlesource.com/9271,refs/heads/master,platform/external/icu4c,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9272,1000660,2009.3.19 0:01,2009.3.19 0:59,https://android-review.googlesource.com/9272,refs/heads/master,platform/external/iptables,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9273,1000660,2009.3.19 0:01,2009.3.19 0:59,https://android-review.googlesource.com/9273,refs/heads/master,platform/external/jdiff,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9274,1000660,2009.3.19 0:01,2009.3.19 0:59,https://android-review.googlesource.com/9274,refs/heads/master,platform/external/jhead,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9275,1000660,2009.3.19 0:01,2009.3.19 0:59,https://android-review.googlesource.com/9275,refs/heads/master,platform/external/jpeg,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9276,1000660,2009.3.19 0:01,2009.3.19 1:00,https://android-review.googlesource.com/9276,refs/heads/master,platform/external/libffi,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9277,1000660,2009.3.19 0:01,2009.3.19 1:00,https://android-review.googlesource.com/9277,refs/heads/master,platform/external/libpcap,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9278,1000660,2009.3.19 0:01,2009.3.19 1:05,https://android-review.googlesource.com/9278,refs/heads/master,platform/external/libpng,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
9279,1000660,2009.3.19 0:01,2009.3.19 1:05,https://android-review.googlesource.com/9279,refs/heads/master,platform/external/libxml2,Merged,2,1,1,1,1,1,TRUE,1,0,0,0,0,0,0,0,0
